Candidate,Party,Status,State,Constituency,Age,Gender
BALAJI,Independent,Rejected,Tamil Nadu ,Pallavaram,43,male
Anitha R. Radhakrishnan,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Tiruchendur,68,male
SRI SUMAN HARIPRIYA,Bharatiya Janata Party,Accepted,Assam ,HAJO   ,52,female
S.MOHANRAJ,Independent,Rejected,Tamil Nadu ,Tiruttani,34,male
SAJAN KUTTIYANIKKAL,Independent,Accepted,Kerala ,IRIKKUR,41,male
VIVEK GOPAN,Bharatiya Janata Party,Accepted,Kerala ,CHAVARA,37,male
RAMKUMAR. R,Independent,Accepted,Tamil Nadu ,Salem (West),42,male
ARUN @ MURUGAN,Independent,Accepted,Puducherry ,NELLITHOPE,31,male
MUTHURAJ,Independent,Accepted,Tamil Nadu ,Nanguneri,32,male
Adv. Anumol N.,Bahujan Samaj Party,Accepted,Kerala ,RANNI,34,female
GANESAN  D,Indiya Jananayaka Katchi,Accepted,Tamil Nadu ,Nannilam,35,male
MURUGAN.R.,Anaithu Makkal Arasiyal Katchi,Rejected,Tamil Nadu ,Dharmapuri,44,male
Sinivasan A,Independent,Rejected,Tamil Nadu ,Vaniyambadi,45,male
P.THIVEARAJ,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Salem (North),30,male
GOWRISANKARAN,Independent,Accepted,Tamil Nadu ,Kumarapalayam,35,male
R.EGAVALLI,Naadaalum Makkal Katchi,Accepted,Tamil Nadu ,Thiruvottiyur,41,female
NATARAJAN. C,Independent,Accepted,Tamil Nadu ,Salem (West),41,male
C.Ganesh Ayyadurai,Independent,Accepted,Tamil Nadu ,Thoothukkudi,32,male
Elumalai.M,Independent,Accepted,Tamil Nadu ,Gudiyattam,33,male
P.K KUNJHALIKUTTY,Indian Union Muslim League,Accepted,Kerala ,VENGARA,69,male
ANIYAPPAN,Bharath Dharma Jana Sena,Accepted,Kerala ,AROOR,49,male
SIVAKUMAR.P,Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Thiru-Vi-Ka-Nagar,55,male
JAYACHANDHIRAN J,Independent,Rejected,Tamil Nadu ,Thiyagarayanagar,52,male
RAJKUMAR S,Independent,Accepted,Tamil Nadu ,Jayankondam,46,male
PRAKAASH Y,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Hosur,56,male
KALIANNAN M,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Gobichettipalayam,75,male
"GURUMOORTHI, D.",Independent,Accepted,Tamil Nadu ,Kumbakonam,42,male
Sunny. V. Joseph,Independent,Accepted,Kerala ,THIRUVAMBADY,61,male
K.MANI,Independent,Rejected,Tamil Nadu ,Omalur,36,male
N ABHIJITH,Independent,Accepted,Kerala ,KOZHIKODE NORTH,26,male
SUBIN,Independent,Accepted,Kerala ,THRIKKAKARA,34,male
PARTHASARATHY S,Independent,Accepted,Tamil Nadu ,Paramathi-Velur,46,male
T. Periyathambi,Independent,Accepted,Tamil Nadu ,Musiri,66,male
NOORUDHEEN E V,Independent,Accepted,Kerala ,THRITHALA,45,male
Priya.M,Independent,Accepted,Tamil Nadu ,Gudiyattam,30,female
NADARAJAN. B,New Generation People’s Party,Accepted,Tamil Nadu ,Cheyyar,40,male
"SETTU, K.",My India Party,Accepted,Tamil Nadu ,Sankari,51,male
RAJASTALIN K,Independent,Accepted,Tamil Nadu ,Ulundurpettai,36,male
MALA T,Independent,Withdrawn,Tamil Nadu ,Virudhunagar,45,male
G Vimala,Independent,Rejected,Tamil Nadu ,Karaikudi,56,female
RAJENDRAN C,Tamil Nadu Ilangyar Katchi,Rejected,Tamil Nadu ,Thiyagarayanagar,57,male
R BASKARAN,Independent,Accepted,Tamil Nadu ,Katpadi,55,male
THAMBIRAJ A,Independent,Accepted,Tamil Nadu ,Tindivanam,36,male
"SEKAR, M.",Independent,Accepted,Tamil Nadu ,Veerapandi,52,male
ARUNKUMAR S ULIYACOVIL,Independent,Accepted,Kerala ,KUNNATHUR ,30,male
ALAGAAPURAM R. MOHANRAJ,Desiya Murpokku Dravida Kazhagam,Rejected,Tamil Nadu ,Salem (West),67,male
ANVAR SALIH,Indian National League,Withdrawn,Kerala ,VALLIKKUNNU,50,male
BINU K S,Bharatiya Janata Party,Rejected,Kerala ,THODUPUZHA,45,male
Jagannath Bhattacharyya,All India Forward Bloc,Accepted,West Bengal ,Shibpur,67,male
C M BALAKRISHNAN,Independent,Rejected,Kerala ,THRITHALA,70,male
R M UNNAMALAI,Desiya Murpokku Dravida Kazhagam,Rejected,Tamil Nadu ,Salem (West),65,female
RANJITH RAJ M,Anna Democratic Human Rights Movement Party of India,Accepted,Kerala ,KASARAGOD,28,male
S. Raju Bharathi,Desiya Makkal Sakthi Katchi,Accepted,Tamil Nadu ,Villivakkam,63,male
PALATHINGAL ABOOBACKER,Independent,Accepted,Kerala ,MANJERI,42,male
SIKKANDAR,Independent,Accepted,Tamil Nadu ,Tiruvadanai,35,male
THANGARAJ S,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Vasudevanallur,58,male
"Lavanya, M.",Naam Tamilar Katchi,Rejected,Tamil Nadu ,Coonoor,28,female
V.L.REVATHI JAYAKUMARI,Tamil Nadu Ilangyar Katchi,Accepted,Tamil Nadu ,Velachery,50,female
PRAKASH A,Independent,Rejected,Tamil Nadu ,Tirukkoyilur,36,male
G.Muniyandi,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Kalasapakkam,46,male
SARAVANAN P,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Mettuppalayam,51,male
E. P. ANWAR SADATH,Welfare Party Of India,Accepted,Kerala ,KUNNAMANGALAM,46,male
EASAN NATARAJAN T,Independent,Rejected,Tamil Nadu ,Thiyagarayanagar,37,male
ELANGOVAN. G,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Sulur,54,male
ABDUL JABBAR,Indian Union Muslim League,Rejected,Kerala ,KONDOTTY,63,male
P.NALLATHAMBI,Rashtriya Janata Dal,Rejected,Tamil Nadu ,Mettur,39,male
ARUNACHALAM,Independent,Accepted,Tamil Nadu ,Ambasamudram,26,male
SUMATHI,Communist Party of India  (Marxist),Rejected,Kerala ,VENGARA,53,female
Manivannan,Independent,Withdrawn,Puducherry ,MANGALAM,36,male
Ravi,Independent,Accepted,Tamil Nadu ,Ambattur,43,male
S.Rajkumar,Makkal Needhi Maiam,Accepted,Tamil Nadu ,Karaikudi,47,male
AYYANAR A,Independent,Accepted,Tamil Nadu ,Vikravandi,28,male
N. MUNIYANDI,Independent,Accepted,Tamil Nadu ,Thiruverumbur,49,male
KARTHIKEYAN,Independent,Accepted,Kerala ,CHERTHALA,52,male
KARUNAKARAN.H,Independent,Accepted,Tamil Nadu ,Royapuram,42,male
NEELAMALAIMUTHUSAMY K,Akhila India Jananayaka Makkal Katchi (Dr. Isaac),Rejected,Tamil Nadu ,Avanashi,61,male
V.Revadhi,My India Party,Accepted,Tamil Nadu ,Nilakkottai,36,female
R.Manjunathan,Independent,Accepted,Tamil Nadu ,Uthangarai,38,male
GOKULKRISHNAN,Tamil Nadu Ilangyar Katchi,Rejected,Tamil Nadu ,Pallavaram,27,male
RATUL PATOWARY,Indian National Congress,Accepted,Assam ,DHARMAPUR   ,38,male
PERIYADURAI M,Independent,Accepted,Tamil Nadu ,Palani,35,male
SENTHIL KUMAR. S,Independent,Rejected,Tamil Nadu ,Saidapet,40,male
CHAKRA PANI MEDHI,Independent,Accepted,Assam ,PATACHARKUCHI   ,45,male
RAFEEK KEECHERY,SOCIAL DEMOCRATIC PARTY OF INDIA,Accepted,Kerala ,MATTANNUR,44,male
Vedaraj,Bharatiya Janata Party,Rejected,Kerala ,VYPEN,43,male
RANJAY KUMAR BRAHMA,Janata Dal  (United),Accepted,Assam ,SIDLI   ,35,male
Raveendran,Indian Union Muslim League,Rejected,Kerala ,KONGAD,49,male
LIYAKATHALI P,SOCIAL DEMOCRATIC PARTY OF INDIA,Accepted,Kerala ,TRIKARIPUR,44,male
V.Nirosha,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Kulithalai,32,female
SREENAGESH,Bharatiya Janata Party,Rejected,Kerala ,CHATHANNUR,60,male
"ASAITHAMBI, M.",Shiv Sena,Rejected,Tamil Nadu ,Orathanadu,40,male
Anad Jayan,Indian National Congress,Accepted,Kerala ,VAMANAPURAM,57,male
V. SAMINATHAN,Bharatiya Janata Party,Accepted,Puducherry ,LAWSPET,51,male
MAZIBAR RAHMAN,Republican Party of India (A),Accepted,Assam ,GOALPARA EAST    ,59,male
MARIKANNAN A,National Democratic Party of South India,Accepted,Tamil Nadu ,Thirumangalam,41,male
B. S. Anoop,Indian National Congress,Accepted,Kerala ,CHIRAYINKEEZHU,35,male
M.JAYARAMAN,Independent,Rejected,Tamil Nadu ,Omalur,60,male
JYOTIRMAY SHARMA,Independent,Accepted,Assam ,DHARMAPUR   ,43,male
JOHN D SOUZA I,Independent,Accepted,Kerala ,MANJESHWAR,58,male
REKIBUDDIN AHMED,Indian National Congress,Accepted,Assam ,CHAYGAON   ,46,male
A VELAYUDHAN,Bharatiya Janata Party,Accepted,Kerala ,UDMA,53,male
ADV K SHREEKANTH,Bharatiya Janata Party,Accepted,Kerala ,KASARAGOD,45,male
R.RAMACHANDRAN,Independent,Accepted,Tamil Nadu ,Aruppukkottai,30,male
BUBUL DAS,Independent,Rejected,Assam ,SIDLI   ,40,male
CELINE AROCKIAMARY P,Naam Tamilar Katchi,Withdrawn,Tamil Nadu ,Ulundurpettai,28,female
LINGAPERUMAL,Independent,Rejected,Tamil Nadu ,Velachery,42,male
A.UDHAYAKUMAR,Puthiya Tamilagam,Accepted,Tamil Nadu ,Alangulam,28,male
KIRUBAKARAN T,Independent,Accepted,Tamil Nadu ,Gingee,32,male
Rathinavel. R.,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Bhuvanagiri,45,male
L. YUVARAJ,Independent,Rejected,Tamil Nadu ,Kancheepuram,23,male
RADHA M (TRANSGENDER),Independent,Accepted,Tamil Nadu ,Mylapore,53,third
Sasidharan,Bharatiya Janata Party,Rejected,Kerala ,BEYPORE,57,male
S. RAJASEKARAN,Bharatiya Janata Party,Accepted,Puducherry ,THIRUNALLAR,53,male
P.MARIMUTHU,Independent,Rejected,Tamil Nadu ,Natham,25,male
ABDUL NAZAR M K,SOCIAL DEMOCRATIC PARTY OF INDIA,Accepted,Kerala ,THRITHALA,47,male
UNNAMALAI R,Independent,Rejected,Tamil Nadu ,Attur,32,female
U C Raman,Indian Union Muslim League,Accepted,Kerala ,KONGAD,55,male
JATIN MALI,Indian National Congress,Accepted,Assam ,PALASBARI   ,64,male
MOOSA,Indian Union Muslim League,Rejected,Kerala ,ERANAD,77,male
SANTANU KALITA,Janata Dal  (United),Accepted,Assam ,BARKHETRI   ,45,male
G.GAYASUDEEN,Rashtriya Janata Dal,Rejected,Tamil Nadu ,Madavaram,43,male
SURESH BABU M K,Independent,Accepted,Kerala ,KUTTIADI,60,male
GIREESH BABU,Independent,Rejected,Kerala ,THRIPUNITHURA,47,male
Krishnakumar A,Anaithu Makkal Puratchi Katchi,Accepted,Tamil Nadu ,Colachal,37,male
"RAJALINGAM, V.",Anna MGR Dravida Makkal Kalgam,Rejected,Tamil Nadu ,Orathanadu,37,male
P K Saji,New Labour Party,Accepted,Kerala ,PERAVOOR,55,male
SANKAR P,Independent,Accepted,Tamil Nadu ,Senthamangalam,30,male
M P JOSEPH,Kerala Congress,Accepted,Kerala ,TRIKARIPUR,67,male
RADHAKRISHNAN K,Makkal Munnetra Peravai,Accepted,Tamil Nadu ,Rishivandiyam,30,male
"RENGARAJAN, N.R.",All India Anna Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Pattukkottai,57,male
NIRMALA A,National People's Party,Accepted,Tamil Nadu ,Bargur,47,female
P N MOHANAN,Communist Party of India  (Marxist),Rejected,Kerala ,THRITHALA,56,male
K. Padmakumar,Bharath Dharma Jana Sena,Accepted,Kerala ,RANNI,56,male
GANESHKUMAR.G,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Maduravoyal,35,male
Muthalraj.S,Independent,Rejected,Tamil Nadu ,Kovilpatti,39,male
R.ELUMALAI,Independent,Accepted,Tamil Nadu ,Sholinghur,45,male
V P Abdul Rahiman,Indian Union Muslim League,Rejected,Kerala ,AZHIKODE,71,male
PRINCE V.S.,Independent,Accepted,Kerala ,KOVALAM,25,male
J.Arun Nehruraj,Independent,Accepted,Tamil Nadu ,Thoothukkudi,37,male
C.MUNIRATHINAM,Independent,Accepted,Tamil Nadu ,Sholinghur,52,male
MURUGAN L,Bharatiya Janata Party,Accepted,Tamil Nadu ,Dharapuram,43,male
"SAKUNTHALA, T",Independent,Accepted,Tamil Nadu ,Avanashi,35,female
MUTHU KRISHNAN M,Anaithu Makkal Puratchi Katchi,Accepted,Tamil Nadu ,Madurai East,38,male
L.VENKATESAN,Desiya Murpokku Dravida Kazhagam,Rejected,Tamil Nadu ,Tirukkoyilur,53,male
TAMILSELVAN,Independent,Accepted,Tamil Nadu ,Bodinayakanur,31,male
DHANASEELAN,Desiya Murpokku Dravida Kazhagam,Accepted,Tamil Nadu ,Kilvaithinankuppam,56,male
"BALAMURUGAN, S.",Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Kumbakonam,47,male
GANESA KUMAR S,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Bargur,51,male
P.Saravanakumar,Puthiya Tamilagam,Rejected,Tamil Nadu ,Nilakkottai,42,male
SOOSAI. M.A,Republican Party of India (Athawale),Accepted,Tamil Nadu ,Perambur,57,male
AV.RAMALINGAM,Independent,Rejected,Tamil Nadu ,Mettur,62,male
G.SENDHIL KUMAR,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Vaniyambadi,36,male
PHANI BHUSAN CHOUDHURY,Asom Gana Parishad,Accepted,Assam ,BONGAIGAON    ,68,male
SHAMSEER IBRAHIM,Welfare Party Of India,Accepted,Kerala ,THALASSERY,35,male
SURIYAMOORTHY. S,MGR Makkal Katchi,Accepted,Tamil Nadu ,Edappadi,28,male
"Palanisamy, P.",Independent,Rejected,Tamil Nadu ,Pollachi,60,male
"THAIYAL NAYAGI, M.",Independent,Rejected,Tamil Nadu ,Thiruvaiyaru,40,female
T.SARITHA,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Periyakulam,35,female
"GOWTHAMAN, V.",Independent,Accepted,Tamil Nadu ,Kunnam,48,male
THENMOLI M,Independent,Withdrawn,Tamil Nadu ,Madurai Central,37,female
LEHO RAM BORO,"United People’s Party, Liberal",Accepted,Assam ,TAMULPUR   ,63,male
PRABU,Makkal Needhi Maiam,Accepted,Tamil Nadu ,Sirkazhi,52,male
"SENTHILMURUGAN, E.",Independent,Accepted,Tamil Nadu ,Veerapandi,38,male
PRIYA.K,Independent,Accepted,Tamil Nadu ,Maduravoyal,41,female
THANGARAJ A,Independent,Accepted,Tamil Nadu ,Palladam,40,male
Adv. V. Rajendra Babu,Communist Party of India  (Marxist),Rejected,Kerala ,KOLLAM,65,male
M.VEERAPPAN,Independent,Withdrawn,Tamil Nadu ,Andipatti,38,male
"Kalaiselvan, S.",Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Coonoor,51,male
G.VELMURUGAN,Shiv Sena,Accepted,Tamil Nadu ,Kolathur,40,male
CHARLES,Independent,Rejected,Tamil Nadu ,Ambasamudram,68,male
JANARDHANAN B,Bharatiya Janata Party,Rejected,Kerala ,UDMA,59,male
PREM KUMAR P,Independent,Accepted,Tamil Nadu ,Sulur,31,male
Krishnankutty. M,Bahujan Samaj Party,Accepted,Kerala ,ARUVIKKARA,40,male
APPICHI.T.K,Independent,Accepted,Tamil Nadu ,Bhavani,44,male
KOVOOR KUNJUMON,Independent,Accepted,Kerala ,KUNNATHUR ,53,male
SATHYA PRIYA A,Independent,Accepted,Tamil Nadu ,Manapparai,34,female
SIVADASAN KUTTIYIL,Bharath Dharma Jana Sena,Withdrawn,Kerala ,PONNANI,58,male
ANTONY JOHN,Communist Party of India  (Marxist),Accepted,Kerala ,KOTHAMANGALAM,38,male
R. Saravanan,Independent,Accepted,Tamil Nadu ,Vriddhachalam,41,male
SHIBU BABY JOHN,Revolutionary Socialist Party,Accepted,Kerala ,CHAVARA,57,male
M. KILLIVALAVAN,Indiya Jananayaka Katchi,Accepted,Puducherry ,OUPALAM,37,male
M RAMARASU,Independent,Rejected,Tamil Nadu ,Mayiladuthurai,35,male
C.Chakkarlappa,Independent,Rejected,Tamil Nadu ,Veppanahalli,49,male
ATHILAKSHMI,All India N.R. Congress,Rejected,Puducherry ,MANGALAM,63,female
SAMSUL HUDA LASKAR,Independent,Accepted,West Bengal ,Magrahat Paschim,49,male
VEERAMANI.H.,Independent,Accepted,Tamil Nadu ,Jolarpet,65,male
RAMANATHAN M,Independent,Accepted,Tamil Nadu ,Thirumangalam,43,male
GOBINDA CHANDRA ROY,All India Forward Bloc,Accepted,West Bengal ,Mekliganj,62,male
UNNIKRISHNAN.S,Indian National Congress,Rejected,Kerala ,ADOOR ,47,male
"PALANIYAPPAN, M.",Independent,Accepted,Tamil Nadu ,Sankari,55,male
"Ramesh, K.",Independent,Rejected,Tamil Nadu ,Pollachi,45,male
AMMU ANTO I,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Nagercoil,41,female
Adv.T SIDDIQU,Indian National Congress,Accepted,Kerala ,KALPETTA,46,male
SNEHASIS SAHA,Independent,Accepted,West Bengal ,Baruipur Purba,26,male
BIMAL CHANDRA DAS,Independent,Withdrawn,Assam ,ABHAYAPURI SOUTH  ,54,male
RAJASINGN,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Sankarankovil,43,male
VIJAYAN K,Desiya Murpokku Dravida Kazhagam,Rejected,Tamil Nadu ,Namakkal,53,male
RAJESH KANNA R,Independent,Withdrawn,Tamil Nadu ,Madurai Central,43,male
S.DHIVYA,Dhesiya Makkal Kazhagam,Accepted,Tamil Nadu ,Omalur,27,female
Krishnamoorthy,Independent,Accepted,Tamil Nadu ,Veppanahalli,35,male
K P A MAJEED,Indian Union Muslim League,Accepted,Kerala ,TIRURANGADI,71,male
SAKTHIVEL G,India Dravida Makkal Munnetra Katchi,Accepted,Tamil Nadu ,Gobichettipalayam,46,male
"Ramachandran, K.",Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Coonoor,69,male
K. BABU MANI,SOCIAL DEMOCRATIC PARTY OF INDIA,Accepted,Kerala ,NILAMBUR,54,male
KRISHNAMOORTHY S,Independent,Withdrawn,Tamil Nadu ,Kumarapalayam,56,male
ADV. K V SUDHEER,Bharatiya Janata Party,Accepted,Kerala ,PERAMBRA,47,male
Hameed Khan A,Republican Party of India (A),Rejected,Kerala ,NEMOM,70,male
TARUN PURKAIT,Independent,Rejected,West Bengal ,Raidighi,41,male
J.BALAKRISHNAN,Independent,Rejected,Tamil Nadu ,Bodinayakanur,40,male
"SENTHILKUMAR,K.",Independent,Accepted,Tamil Nadu ,Gangavalli,43,male
P ANBALAGAN,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Tiruvannamalai,65,male
S. ARUMUGAM,Bahujan Samaj Party,Rejected,Tamil Nadu ,Periyakulam,51,male
SOBHA SUBIN,Indian National Congress,Accepted,Kerala ,KAIPAMANGALAM,35,male
Thazhava Sahadevan,Bharath Dharma Jana Sena,Accepted,Kerala ,VAMANAPURAM,66,male
VIJAYAKUMAR P,Independent,Accepted,Tamil Nadu ,Vilavancode,39,male
V MAHENDRAN,Independent,Rejected,Tamil Nadu ,Madathukulam,35,male
RANGARAJ B N,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Mettuppalayam,61,male
E.RAJESH,Independent,Accepted,Tamil Nadu ,Shozhinganallur,26,male
K RAMU,Independent,Accepted,Tamil Nadu ,Katpadi,43,male
DHARMAJAN BOLGATTY,Indian National Congress,Accepted,Kerala ,BALUSSERI,45,male
Thamizharasan G,Pattali Makkal Katchi,Rejected,Tamil Nadu ,Poonamallee,34,male
PERUMAL,Independent,Accepted,Tamil Nadu ,Pallavaram,43,male
SADHASIVAM.P,Independent,Accepted,Tamil Nadu ,Mettur,32,male
Locket Chatterjee,Bharatiya Janata Party,Accepted,West Bengal ,Chunchura,47,female
T.Anbalagan,Communist Party of India  (Marxist),Rejected,Tamil Nadu ,Gandarvakkottai,43,male
Abul Kalam Azad,Janata Dal  (United),Rejected,Assam ,JALESWAR   ,45,male
RAJIVGANDHI P,Naadaalum Makkal Katchi,Accepted,Tamil Nadu ,Vikravandi,33,male
M.S. Saravanakumar,Viduthalai Chiruthaigal Katchi,Rejected,Tamil Nadu ,Thiruporur,42,male
RAJENDIRAN P,Pattali Makkal Katchi,Accepted,Tamil Nadu ,Gingee,65,male
Essakki Muthu,Independent,Accepted,Tamil Nadu ,Tiruchendur,40,male
RAJKUMAR. R,Tamil Nadu Ilangyar Katchi,Accepted,Tamil Nadu ,Aravakurichi,39,male
JAYASEELAN. S,Independent,Accepted,Tamil Nadu ,Madavaram,38,male
KUMAR.D,Independent,Accepted,Tamil Nadu ,Panruti,43,male
"DELIPAN, K.",Naam Tamilar Katchi,Rejected,Tamil Nadu ,Peravurani,43,male
MUTHUSAMY V,Independent,Accepted,Tamil Nadu ,Vedasandur,45,male
SIVASAKTHIVEL P,Makkal Needhi Maiam,Accepted,Tamil Nadu ,Athoor,34,male
NIXON ANTONY,Independent,Withdrawn,Kerala ,PARAVUR,41,male
S.MANIVANNAN,Independent,Accepted,Tamil Nadu ,Aruppukkottai,36,male
Stephen George,Kerala Congress  (M),Accepted,Kerala ,KADUTHURUTHY,57,male
THIRUMALAIKUMAR T,Puthiya Tamilagam,Rejected,Tamil Nadu ,Vasudevanallur,34,male
PARTHA CHATTERJEE,All India Trinamool Congress,Accepted,West Bengal ,Behala Paschim,68,male
POONGODI S,Independent,Accepted,Tamil Nadu ,Rasipuram,43,female
ASHOK KUMAR DEB,All India Trinamool Congress,Accepted,West Bengal ,Budge Budge,71,male
ANBUMANI,Independent,Accepted,Tamil Nadu ,Namakkal,43,male
PERIASAMY T.,Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Kanniyakumari,63,male
NILIMOY PRODHANI,Independent,Accepted,Assam ,GOLAKGANJ ,50,male
Balakrishnan G.,Independent,Accepted,Tamil Nadu ,Tambaram,54,male
MOHIDEEN MEERAN,Independent,Rejected,Tamil Nadu ,Nanguneri,31,male
V. VIDYADEVI,All India Anna Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Thondamuthur,43,female
Anilkumar P,Democratic Human Rights Movement Party,Accepted,Kerala ,VARKALA,27,male
INBARAJ. A,Independent,Accepted,Tamil Nadu ,Salem (West),38,male
K. PALANISAMY,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Accepted,Tamil Nadu ,Thiruverumbur,32,male
KRISHNARAJ.S,Independent,Accepted,Tamil Nadu ,Panruti,31,male
ABIRAMI P,Republican Party of India (Athawale),Rejected,Tamil Nadu ,Tindivanam,38,female
G.KRISHNAN,Independent,Accepted,Tamil Nadu ,Cuddalore,70,male
Valli,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Accepted,Tamil Nadu ,Veppanahalli,36,female
Bijeesh,Bharatiya Janata Party,Withdrawn,Kerala ,WADAKKANCHERY,38,male
ARNAB ADHIKARY,Independent,Accepted,West Bengal ,Udaynarayanpur,26,male
SHUNMUGA SUNDARAM,Naam Indiar Party,Accepted,Tamil Nadu ,Nanguneri,33,male
RAJESH. N,Independent,Accepted,Tamil Nadu ,Saidapet,36,male
N.Janarthanan,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Arcot,57,male
"MEHRAJ BANU, N.",All India Jananayaka Makkal Kazhagam,Accepted,Tamil Nadu ,Papanasam,45,female
"NEELAMEGAM, T.K.G.",Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Thanjavur,57,male
Vijayaraj .K,Independent,Accepted,Tamil Nadu ,Vellore,45,male
RAMAMOORTHY P,Independent,Accepted,Tamil Nadu ,Vasudevanallur,37,male
Adv.T P SINDHUMOL,Bharatiya Janata Party,Accepted,Kerala ,PERUMBAVOOR,44,female
K S SAJAN,Bharatiya Janata Party,Rejected,Kerala ,KOVALAM,59,male
MARIYAMMAL,Independent,Accepted,Tamil Nadu ,Andipatti,51,female
J.RAJESH DHARMASINGH PANDIAN,Independent,Accepted,Tamil Nadu ,Ambasamudram,46,male
VISWANATHAN,Communist Party of India  (Marxist),Rejected,Kerala ,MAVELIKARA ,56,male
Thankachan,Bahujan Samaj Party,Rejected,Kerala ,DEVIKULAM ,58,male
R. SARAVANAN,Communist Party of India  (Marxist),Accepted,Puducherry ,MUTHIALPET,39,male
NASEEMA BANU M.A.,SOCIAL DEMOCRATIC PARTY OF INDIA,Accepted,Tamil Nadu ,Thiruvarur,47,female
Palash Bhandari,Indian National Congress,Accepted,West Bengal ,Howrah Madhya,58,male
"KALAISELVI, J.",Independent,Accepted,Tamil Nadu ,Kunnam,47,female
BISWAJIT BISWAS,Independent,Accepted,West Bengal ,Magrahat Purba,26,male
SAFIULLA KHAN,Independent,Accepted,West Bengal ,Diamond Harbour,42,male
PALANICHAMY.P,Bahujan Dravida Party,Accepted,Tamil Nadu ,Sivakasi,34,male
Prof. Leslie Pallath,Twenty 20 Party,Accepted,Kerala ,ERANAKULAM,69,male
Dravidamuthamilselvi.D,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Kallakurichi,37,female
BALAJI,Independent,Accepted,Tamil Nadu ,Pallavaram,41,male
SAKTHI DEVI T,Naam Tamilar Katchi,Accepted,Tamil Nadu ,Oddanchatram,39,female
THANKAMMA,Communist Party of India  (Marxist),Rejected,Kerala ,CHELAKKARA,68,female
Adv. SUMESH ACHUTHAN,Indian National Congress,Accepted,Kerala ,CHITTUR,45,male
AHAMMED KOYA,Independent,Withdrawn,Kerala ,KOZHIKODE SOUTH,74,male
T V IBRAHIM,Indian Union Muslim League,Accepted,Kerala ,KONDOTTY,55,male
N. Subramaniyan,Indian National Congress,Accepted,Kerala ,QUILANDY,63,male
OMMSHARRAVANA.S,Independent,Rejected,Tamil Nadu ,Kumarapalayam,39,male
SWAPAN KUMAR NASKAR,Independent,Accepted,West Bengal ,Joynagar,42,male
Prabhakaran,Dravida Munnetra Kazhagam,Rejected,Tamil Nadu ,Ambattur,31,male
SELVAM. P,Independent,Accepted,Tamil Nadu ,Harbour,53,male
SHIBU B,Bharatiya Janata Party,Rejected,Kerala ,ALATHUR,41,male
ADVOCATE. THANGAPANDIAN M,Independent,Accepted,Tamil Nadu ,Tiruchuli,37,male
R.KALIRAJ,Independent,Rejected,Tamil Nadu ,Bodinayakanur,36,male
Avijit Das,Independent,Accepted,West Bengal ,Uluberia Uttar,31,male
VENNILA.S,Naam Tamilar Katchi,Rejected,Tamil Nadu ,Chengam,34,female
R. Parthasarathi,Indiya Jananayaka Katchi,Accepted,Tamil Nadu ,Vriddhachalam,41,male
P.K.Jayalakshmi,Indian National Congress,Accepted,Kerala ,MANANTHAVADY,40,female
"MAHENDRAN, N.",Amma Makkal Munnettra Kazagam,Rejected,Tamil Nadu ,Papanasam,52,male
Anbarasan Komal R K,Amma Makkal Munnettra Kazagam,Accepted,Tamil Nadu ,Mayiladuthurai,41,male
NAGARAJ. S,Independent,Accepted,Tamil Nadu ,Harbour,35,male
AHMED JAVED KHAN,All India Trinamool Congress,Accepted,West Bengal ,Kasba,64,male
G. Umaiyalingam,Shiv Sena,Rejected,Tamil Nadu ,Kovilpatti,32,male
